age,sex,race,realrinc,educ,hrs1,marital,bible,childs,paeduc,maeduc,degree
58,1,3,9647.5,12,48,1,1,7,2,NA,0
44,0,1,30645,15,72,3,1,6,NA,11,0
50,1,1,NA,11,NA,3,2,1,12,12,0
51,1,1,30645,15,60,3,3,2,NA,20,0
53,0,3,24970,13,40,2,2,3,8,12,0
44,0,2,5107.5,14,50,5,2,5,12,12,0
40,1,1,NA,13,NA,5,1,1,12,9,0
56,0,2,NA,11,NA,5,1,3,NA,10,0
52,0,2,227,16,NA,3,3,7,NA,14,0
65,0,2,227,13,6,2,2,1,12,10,0
37,0,1,12485,14,40,1,2,4,16,12,0
50,1,1,24970,16,45,1,2,2,18,16,1
27,0,1,8512.5,15,NA,3,2,0,16,14,0
49,0,1,24970,16,40,1,2,2,12,12,1
41,1,1,NA,8,48,5,2,2,13,14,0
72,1,1,NA,14,NA,1,2,3,8,0,0
42,1,1,14755,12,60,3,2,0,7,12,0
24,1,1,14755,13,32,5,3,0,NA,16,0
31,1,3,12485,9,6,5,1,2,7,NA,0
33,0,1,12485,13,40,1,4,4,12,11,0
69,0,1,6242.5,9,25,3,2,3,5,0,0
46,0,1,30645,16,75,3,2,3,NA,16,1
71,0,1,NA,9,NA,1,1,4,NA,7,0
22,0,1,NA,16,NA,5,3,0,NA,14,0
53,1,1,24970,14,60,1,2,3,12,14,0
30,1,1,30645,16,50,1,3,0,17,14,1
61,1,1,45400,16,45,1,2,2,17,12,1
39,1,3,45400,18,40,1,1,2,5,5,1
27,1,1,NA,16,50,1,2,0,16,16,1
71,1,1,NA,16,NA,3,2,2,18,12,1
60,0,1,37455,12,40,1,2,0,14,12,0
47,1,1,24970,17,40,3,3,2,18,16,1
33,1,1,20430,14,50,1,2,0,16,12,0
29,1,1,14755,17,40,5,3,0,20,18,1
60,0,2,20430,13,41,3,2,0,14,12,0
27,0,2,12485,13,NA,5,2,4,12,12,0
30,1,1,2497,9,NA,5,3,0,NA,NA,0
24,0,1,908,13,15,5,3,0,8,11,0
57,1,1,NA,12,1,5,3,0,NA,NA,0
19,1,1,NA,12,20,5,3,0,NA,12,0
55,1,1,20430,11,50,5,3,0,NA,NA,0
75,0,2,24970,12,32,3,1,3,NA,NA,0
50,1,2,37455,13,60,1,2,1,NA,12,0
70,1,1,9647.5,17,40,1,2,3,6,11,0
65,1,1,NA,18,NA,3,2,2,18,12,1
28,0,1,NA,16,40,1,3,1,16,NA,1
57,0,1,17025,12,50,1,3,5,12,13,0
48,1,1,4086,18,NA,1,2,5,12,12,1
18,0,1,NA,12,40,5,1,0,12,15,0
27,1,1,5107.5,15,40,1,2,0,20,16,0
41,1,1,227,12,10,1,3,0,12,12,0
69,0,1,NA,18,NA,5,2,0,16,12,1
32,0,2,10782.5,15,NA,5,3,1,NA,12,0
21,0,2,NA,12,NA,5,1,0,15,8,0
30,0,2,12485,12,40,5,3,1,15,12,0
66,0,1,NA,12,NA,3,2,6,10,12,0
59,0,3,2951,15,60,3,2,2,12,12,0
22,0,3,2951,12,40,5,2,1,NA,16,0
31,1,1,14755,16,40,5,3,0,NA,12,0
50,0,1,10782.5,16,NA,3,1,3,NA,17,1
21,1,1,2043,15,36,5,3,0,16,16,0
29,1,1,20430,16,40,1,1,0,NA,16,1
21,0,1,2043,15,24,5,2,0,12,NA,0
21,0,3,1589,15,NA,5,2,0,18,12,0
25,1,1,NA,17,35,5,2,0,18,14,1
22,1,1,30645,16,NA,5,2,0,16,15,0
23,1,2,NA,13,NA,5,3,1,16,18,0
21,1,1,NA,14,NA,5,2,0,17,18,0
21,1,1,908,15,NA,5,2,0,20,16,0
55,1,1,151050.72136000003,16,40,1,2,2,12,12,1
63,1,1,20430,20,80,1,2,8,12,12,1
86,0,1,NA,12,NA,2,1,1,NA,NA,0
40,1,1,24970,8,60,1,2,4,NA,13,0
42,1,3,14755,12,70,1,2,3,NA,0,0
64,0,1,NA,12,NA,4,2,2,NA,10,0
72,0,1,151050.72136000003,20,NA,3,3,3,16,12,1
84,1,1,908,16,NA,1,3,2,8,12,0
30,0,2,17025,14,40,5,2,2,16,14,0
33,1,1,9647.5,12,40,5,3,0,NA,16,0
76,1,1,NA,14,NA,2,2,2,12,10,0
28,1,3,30645,19,40,5,2,0,16,14,1
23,0,2,9647.5,16,NA,5,2,0,18,12,1
30,0,1,NA,12,NA,1,2,3,NA,12,0
29,0,3,NA,12,36,5,2,0,7,7,0
23,1,1,7377.5,11,60,3,2,0,NA,12,0
85,1,1,NA,17,89,5,2,0,0,0,1
58,1,3,37455,9,NA,1,1,0,NA,3,0
86,1,1,NA,13,NA,2,3,1,12,12,0
82,1,1,227,17,NA,1,1,6,13,12,1
50,1,2,10782.5,12,40,1,1,8,12,12,0
55,1,2,45400,13,40,5,2,1,13,16,0
41,0,3,24970,16,32,3,2,3,3,4,1
22,1,3,8512.5,14,33,5,3,0,13,0,0
28,1,1,24970,14,40,1,1,3,8,5,0
87,0,2,NA,12,NA,3,1,5,8,12,0
64,1,3,24970,16,2,1,2,3,13,16,1
18,0,1,NA,11,NA,5,2,0,16,13,0
73,0,1,NA,12,NA,1,2,1,12,12,0
68,0,1,NA,13,NA,1,3,0,12,12,0
51,0,1,151050.72136000003,20,1,1,2,3,14,14,1
67,1,1,54480,16,50,1,2,2,NA,12,1
81,1,1,NA,16,NA,2,3,5,NA,8,1
70,1,1,NA,16,NA,3,2,4,12,13,1
63,1,1,NA,12,NA,1,2,1,12,12,0
71,0,1,NA,12,NA,1,1,3,10,8,0
34,1,1,45400,16,50,1,2,2,12,12,1
86,1,1,24970,16,3,2,3,3,12,12,1
39,0,1,20430,12,40,5,3,0,NA,12,0
47,1,1,227,12,NA,3,1,1,NA,NA,0
33,0,2,30645,18,50,1,2,2,NA,11,1
31,1,3,17025,16,42,2,3,0,NA,NA,1
57,0,1,17025,12,NA,1,2,1,12,12,0
35,1,1,12485,13,40,1,2,1,NA,18,0
65,0,1,NA,12,NA,2,3,2,12,12,0
69,1,1,NA,12,NA,5,2,0,NA,12,0
59,0,2,NA,12,NA,3,1,2,NA,12,0
35,1,1,24970,13,62,1,3,2,NA,12,0
37,1,1,12485,13,22,5,2,0,11,12,0
51,0,1,72640,12,40,1,1,2,15,14,0
85,1,3,NA,10,NA,1,3,1,NA,8,0
49,0,1,NA,16,NA,1,2,2,16,16,1
68,0,1,NA,16,NA,1,2,2,12,18,1
70,0,1,NA,17,NA,1,4,2,12,12,0
74,1,1,NA,12,NA,2,2,3,NA,12,0
68,0,1,14755,12,10,1,1,3,8,8,0
46,0,1,30645,16,38,1,1,2,16,12,1
51,0,1,12485,14,24,1,3,2,NA,14,0
66,1,1,NA,12,NA,3,2,2,12,12,0
43,1,1,151050.72136000003,14,30,5,3,1,NA,12,0
74,0,1,NA,11,NA,2,1,3,NA,NA,0
74,1,1,NA,18,NA,1,2,3,12,16,1
85,1,1,NA,12,NA,1,1,4,12,12,0
49,1,1,20430,16,40,3,2,0,12,12,1
46,0,1,NA,12,NA,1,1,2,NA,3,0
37,0,1,NA,17,NA,1,1,4,16,12,1
41,0,1,3405,11,39,4,2,6,NA,11,0
22,1,1,10782.5,12,48,1,2,1,14,12,0
43,0,1,3405,16,50,1,2,1,20,12,1
73,0,1,NA,16,NA,1,2,4,14,16,1
34,0,1,14755,16,NA,1,2,1,12,16,1
87,1,1,NA,14,NA,2,1,3,NA,NA,0
32,0,1,2043,18,NA,5,2,0,16,13,1
31,0,1,NA,14,45,3,1,1,9,9,0
33,1,1,NA,12,NA,5,4,0,12,NA,0
69,1,1,NA,12,NA,3,2,2,12,12,0
77,1,1,NA,12,NA,5,2,0,16,16,0
52,1,1,NA,13,NA,3,3,2,NA,NA,0
37,1,1,37455,15,45,3,3,0,12,NA,0
52,1,1,12485,12,40,5,3,0,NA,12,0
38,0,3,45400,16,40,5,3,0,12,12,1
55,1,3,1589,11,25,3,2,4,NA,17,0
75,0,1,NA,13,NA,1,1,3,8,12,0
50,0,1,12485,14,50,1,2,1,NA,12,0
25,0,1,NA,12,52,5,3,1,11,12,0
28,1,1,12485,12,55,1,2,2,14,12,0
76,1,1,NA,16,NA,3,2,3,14,12,1
52,1,1,151050.72136000003,16,40,1,2,6,13,14,1
22,1,1,17025,12,40,5,1,0,13,16,0
57,1,1,14755,11,35,2,3,1,8,12,0
84,0,1,NA,8,NA,3,1,5,NA,3,0
63,0,1,17025,14,40,1,1,2,10,10,0
58,0,2,45400,20,55,2,1,3,NA,20,1
43,0,1,NA,11,NA,1,3,1,7,8,0
25,0,1,12485,13,50,5,2,0,12,13,0
39,1,1,14755,10,40,1,2,0,NA,12,0
31,0,1,4086,15,40,5,2,3,12,NA,0
39,0,1,17025,12,45,3,2,2,16,15,0
34,0,2,NA,12,38,5,2,3,14,12,0
27,1,1,20430,14,40,1,2,0,NA,13,0
35,1,1,10782.5,16,43,5,3,0,12,16,0
24,0,1,NA,17,40,5,2,0,9,11,0
48,1,1,NA,16,40,5,2,2,NA,13,1
21,1,1,NA,14,NA,5,3,0,16,16,0
30,1,1,17025,15,64,5,2,0,16,16,0
36,1,3,NA,15,60,5,2,1,20,20,0
52,1,1,NA,12,NA,5,1,0,13,16,0
36,1,1,151050.72136000003,17,50,1,2,2,15,12,1
80,0,1,NA,18,NA,2,2,0,12,5,1
27,0,1,8512.5,16,40,5,3,0,16,16,1
24,0,1,NA,18,42,5,3,0,NA,16,1
44,0,1,5107.5,12,40,3,2,2,12,14,0
89,1,1,NA,11,NA,1,2,5,6,10,0
22,1,2,NA,13,40,5,2,0,12,12,0
48,1,3,NA,12,NA,1,1,4,12,12,0
33,0,1,1589,9,40,5,1,3,9,7,0
59,0,3,NA,12,NA,2,1,2,0,0,0
43,1,3,NA,13,40,5,3,0,NA,14,0
32,0,3,227,12,NA,1,1,1,1,0,0
62,0,1,NA,16,NA,3,2,2,12,NA,0
53,0,1,9647.5,12,20,1,2,2,12,18,0
59,0,1,30645,13,32,1,2,2,12,NA,0
47,1,1,54480,12,70,1,1,3,10,10,0
18,0,1,NA,12,NA,5,2,0,8,11,0
64,1,1,12485,12,30,2,1,2,12,5,0
22,1,1,NA,12,22,5,2,0,NA,12,0
37,0,1,45400,16,75,1,3,0,18,18,1
31,0,1,24970,16,40,5,2,0,16,16,1
72,0,1,NA,14,NA,2,1,1,NA,14,0
32,0,1,12485,16,40,1,3,0,13,16,1
69,1,1,NA,16,NA,1,3,0,12,18,1
32,0,1,45400,16,45,5,3,0,12,12,1
32,1,1,20430,16,45,5,2,0,14,14,1
60,0,1,17025,15,35,3,2,4,8,14,0
70,1,1,NA,5,NA,2,2,2,4,2,0
41,0,3,20430,14,60,5,2,1,NA,12,0
35,0,1,NA,17,NA,5,3,0,NA,16,0
77,0,1,NA,14,NA,3,2,3,14,16,0
57,1,1,8512.5,10,20,4,2,1,NA,12,0
26,1,1,NA,15,40,5,3,0,13,12,0
56,1,1,10782.5,12,45,3,3,4,NA,NA,0
24,1,1,24970,16,55,5,3,0,14,14,1
56,0,2,NA,11,NA,5,2,3,NA,11,0
39,0,3,1589,3,32,2,1,3,4,4,0
30,0,1,10782.5,20,NA,1,3,0,20,20,1
26,0,1,6242.5,16,38,5,3,0,14,18,1
31,0,1,NA,12,50,5,3,4,NA,NA,0
36,0,1,24970,16,36,1,2,3,12,10,1
69,1,1,45400,16,89,1,2,4,NA,7,0
39,0,1,20430,16,40,1,3,2,17,16,1
53,1,1,30645,11,46,1,2,2,9,12,0
55,1,1,24970,12,55,4,2,2,14,NA,0
50,0,1,NA,9,NA,3,2,3,12,12,0
31,1,1,14755,18,45,1,3,0,18,16,1
70,0,1,NA,17,NA,5,2,0,12,12,1
68,0,1,NA,14,20,3,2,2,16,16,0
73,1,1,63560,15,20,1,3,2,12,NA,0
60,0,1,7377.5,20,NA,5,3,0,16,14,1
30,1,1,9647.5,12,40,5,3,0,NA,12,0
60,0,1,24970,14,35,1,2,2,12,12,0
61,1,1,227,12,26,3,2,3,8,12,0
69,0,1,5107.5,11,25,2,2,3,NA,12,0
41,1,1,NA,9,NA,5,NA,3,NA,NA,0
64,1,1,NA,14,NA,5,1,0,NA,19,0
63,0,1,NA,12,NA,2,3,4,9,9,0
22,1,2,NA,11,40,5,4,1,NA,13,0
33,0,1,NA,12,NA,4,1,2,NA,0,0
56,1,1,37455,16,40,5,2,0,12,8,1
30,0,1,24970,15,NA,1,3,1,NA,12,0
89,0,1,NA,14,NA,2,2,3,NA,11,0
61,0,1,54480,16,47,3,2,1,12,9,1
55,1,1,24970,12,40,3,2,2,14,12,0
67,0,1,NA,18,NA,5,2,0,20,18,1
61,0,1,NA,12,NA,1,2,2,6,8,0
69,1,1,NA,12,NA,2,2,3,14,12,0
30,1,2,NA,16,41,5,3,0,NA,19,1
70,1,1,NA,12,NA,1,2,3,14,12,0
41,1,2,20430,13,30,3,2,3,12,12,0
67,0,2,6242.5,8,42,5,2,3,10,10,0
62,1,1,NA,12,NA,3,1,1,NA,7,0
36,0,2,12485,14,40,3,1,3,16,15,0
51,0,1,24970,14,40,1,2,2,14,12,0
65,0,1,17025,16,23,1,1,0,12,12,1
63,1,2,4086,12,15,3,2,7,NA,12,0
23,1,1,NA,16,42,5,2,0,14,12,1
89,0,1,NA,12,NA,2,1,7,NA,NA,0
47,0,1,6242.5,16,NA,1,1,0,16,13,0
75,0,1,NA,12,NA,2,1,3,8,12,0
24,1,1,30645,12,50,1,2,0,12,14,0
42,1,1,45400,13,53,1,2,2,12,14,0
29,0,1,NA,12,NA,5,1,1,NA,13,0
26,0,1,10782.5,14,38,5,1,0,NA,12,0
89,0,2,NA,10,NA,2,1,7,NA,NA,0
76,0,1,NA,12,NA,1,1,2,6,6,0
36,0,1,12485,12,40,1,2,2,12,12,0
77,0,1,NA,12,NA,1,1,3,12,12,0
32,1,1,30645,12,64,1,3,2,14,12,0
72,1,1,NA,12,NA,3,3,2,12,NA,0
39,0,1,5107.5,17,40,1,3,1,12,17,1
71,0,1,NA,12,NA,1,1,0,9,10,0
31,1,1,24970,14,86,3,2,3,20,9,1
69,1,1,NA,18,NA,1,2,2,18,12,1
35,1,3,7377.5,3,40,1,1,2,0,0,0
80,1,1,NA,16,NA,1,3,2,8,8,1
49,1,1,45400,16,78,3,2,3,16,16,1
42,1,1,20430,12,40,1,1,3,12,12,0
36,0,3,NA,3,NA,1,1,3,0,1,0
71,1,1,NA,10,NA,1,2,1,NA,NA,0
64,1,1,NA,6,NA,5,1,1,8,NA,0
57,1,1,10782.5,14,50,3,1,1,6,12,0
24,0,1,227,12,NA,1,2,1,11,12,0
47,0,1,NA,13,40,3,2,1,12,12,0
23,1,1,14755,13,37,5,2,0,13,12,0
46,1,1,45400,14,65,3,2,2,10,12,0
57,1,1,NA,10,45,3,1,2,NA,NA,0
50,0,1,20430,18,NA,1,2,3,15,NA,1
34,0,1,20430,13,NA,5,2,0,NA,13,0
20,1,1,NA,13,NA,5,1,0,16,16,0
49,0,1,30645,15,50,1,1,2,16,14,0
30,0,3,24970,15,NA,5,3,0,NA,12,0
29,1,1,14755,12,60,1,1,2,NA,14,0
61,0,1,20430,12,42,3,1,3,NA,12,0
29,0,3,NA,20,NA,5,2,0,15,17,1
21,1,1,NA,14,NA,5,3,0,12,12,0
24,1,1,12485,16,NA,5,2,0,12,16,0
34,0,1,NA,18,NA,1,2,1,12,12,1
25,0,1,2497,14,46,5,3,0,NA,16,0
21,1,1,NA,14,NA,5,2,0,16,16,0
22,1,1,NA,15,NA,5,2,0,16,19,0
38,1,1,2043,12,36,5,4,4,NA,NA,0
70,1,1,7377.5,12,NA,1,2,0,12,12,0
33,0,1,NA,12,NA,1,2,2,12,14,0
75,0,1,NA,10,NA,1,4,1,NA,12,0
56,1,1,5107.5,12,NA,1,2,1,16,NA,0
68,1,1,NA,16,NA,1,2,3,16,14,1
39,0,1,NA,12,34,1,2,3,NA,12,0
54,0,1,10782.5,14,25,1,1,2,14,12,0
60,1,1,37455,12,60,1,3,2,6,5,0
60,1,1,30645,14,43,1,2,1,8,12,0
36,1,1,NA,18,60,1,1,2,14,16,1
31,0,1,14755,12,40,1,2,1,10,12,0
41,0,2,30645,16,40,1,1,3,NA,NA,1
29,0,1,20430,14,53,3,2,1,12,13,0
38,0,1,10782.5,16,3,1,2,1,12,12,1
42,0,1,12485,15,40,3,1,1,NA,12,0
69,0,1,NA,13,NA,3,1,2,12,12,0
29,0,2,20430,16,40,1,2,1,12,16,1
33,1,3,NA,3,NA,1,1,4,3,5,0
27,1,1,24970,14,45,1,3,1,NA,12,0
42,1,1,1589,14,40,1,3,7,10,14,0
57,1,1,37455,19,65,1,2,4,12,18,1
41,0,1,NA,18,65,3,2,1,18,20,1
70,0,1,NA,16,NA,3,1,0,17,12,1
31,1,1,5107.5,8,38,1,2,2,NA,14,0
68,0,1,9647.5,14,NA,1,1,2,8,9,0
38,0,1,20430,20,50,1,2,1,16,12,1
57,1,1,NA,16,NA,5,2,0,16,12,0
38,1,1,24970,15,60,1,2,2,12,12,0
30,0,1,2951,18,50,5,2,0,14,14,1
68,1,1,9647.5,11,32,1,1,2,5,12,0
75,0,1,NA,12,NA,3,1,2,NA,12,0
82,1,1,NA,12,NA,1,1,2,NA,7,0
71,1,1,NA,19,NA,1,2,2,12,NA,0
44,1,1,17025,9,65,1,1,3,10,NA,0
82,0,1,NA,13,NA,2,1,3,12,13,0
69,0,3,NA,12,NA,1,NA,3,12,NA,0
40,1,2,20430,16,40,5,2,0,NA,12,1
61,0,2,12485,12,25,2,1,2,NA,NA,0
70,1,1,NA,11,NA,1,1,1,NA,NA,0
57,0,1,9647.5,13,40,1,2,2,14,15,0
37,0,1,30645,16,40,5,2,0,18,9,1
64,1,2,NA,15,NA,1,2,3,NA,12,1
74,0,2,NA,18,NA,2,2,4,7,8,1
71,0,2,NA,12,NA,4,1,3,NA,NA,0
22,1,1,9647.5,14,NA,5,1,0,NA,16,0
26,0,1,3405,10,NA,5,2,0,6,10,0
52,0,1,20430,13,40,1,1,2,8,NA,0
84,0,2,NA,12,NA,2,1,3,3,2,0
22,1,3,NA,10,NA,5,3,NA,NA,NA,0
28,1,2,3405,13,48,5,3,0,NA,13,0
60,0,1,17025,12,46,3,3,2,12,12,0
31,0,2,2497,15,25,5,2,0,14,11,0
45,1,2,17025,15,60,3,3,5,12,NA,0
49,1,2,17025,14,40,1,2,0,12,12,0
32,0,1,NA,10,35,5,3,5,NA,7,0
43,0,2,4086,11,24,3,1,5,NA,14,0
45,0,2,20430,14,43,3,2,3,NA,12,0
65,1,1,NA,14,NA,1,2,2,12,12,0
32,0,1,NA,14,30,5,2,2,12,16,0
23,0,1,1589,11,NA,5,3,1,12,12,0
52,1,1,30645,18,50,1,1,2,12,12,1
58,0,1,24970,16,40,1,2,2,12,12,1
21,0,1,2497,15,36,5,2,0,NA,12,0
77,0,1,2043,16,NA,2,2,1,8,12,1
86,1,1,NA,10,NA,1,1,4,4,5,0
52,0,1,12485,14,12,3,1,2,8,12,0
66,1,1,NA,16,NA,3,1,2,9,12,1
72,0,1,NA,14,NA,2,1,5,8,6,0
47,0,1,12485,14,40,3,1,1,NA,14,0
58,1,1,37455,16,48,5,1,0,11,10,1
35,0,2,24970,15,50,3,2,0,NA,9,1
50,0,2,20430,14,70,4,3,1,16,16,0
84,0,1,NA,17,NA,2,1,2,18,7,1
22,1,2,NA,15,NA,5,2,0,NA,16,0
29,0,2,14755,17,40,5,1,3,16,16,1
26,1,2,9647.5,12,35,4,3,1,NA,12,0
24,0,1,NA,16,50,1,2,0,12,12,1
38,1,1,NA,14,NA,1,2,0,12,14,0
31,1,1,20430,16,40,5,2,0,NA,18,1
31,0,1,NA,16,NA,5,3,1,NA,15,1
30,0,2,9647.5,16,NA,5,3,0,NA,20,1
46,1,1,151050.72136000003,18,60,1,3,2,18,16,1
49,1,2,5107.5,16,89,5,3,2,12,12,1
29,1,1,9647.5,10,40,1,3,0,NA,12,0
45,0,1,NA,10,NA,3,3,2,12,9,0
67,1,2,NA,12,NA,3,2,7,NA,6,0
34,0,1,30645,12,40,1,1,1,12,8,0
82,1,2,NA,12,NA,2,1,2,NA,0,0
44,1,3,30645,13,40,1,2,2,16,12,0
48,0,1,14755,18,NA,1,2,3,16,12,1
24,0,1,1589,8,NA,5,1,2,NA,NA,0
56,1,1,NA,12,NA,1,3,2,16,NA,0
65,1,1,5107.5,11,40,1,1,3,NA,NA,0
48,0,2,37455,13,40,5,1,1,NA,9,0
27,0,2,NA,16,NA,5,2,2,NA,16,0
55,0,2,45400,18,35,1,2,3,18,16,1
25,1,1,NA,15,NA,1,3,0,16,13,0
55,0,2,5107.5,12,40,3,1,5,NA,10,0
71,0,1,NA,13,NA,4,2,2,NA,NA,0
26,1,1,9647.5,12,70,5,4,2,NA,12,0
59,0,1,7377.5,12,40,1,1,4,12,12,0
56,0,1,30645,16,40,3,3,1,20,13,0
58,0,1,NA,20,NA,3,2,0,8,12,1
27,0,2,14755,15,44,5,2,1,NA,13,0
69,0,2,45400,13,50,1,1,2,12,9,0
30,0,1,227,13,40,5,1,1,16,16,0
71,0,1,24970,17,25,2,3,0,NA,7,1
53,0,2,17025,9,40,1,1,5,NA,NA,0
34,0,2,NA,11,50,1,1,4,16,NA,0
37,0,1,8512.5,8,45,3,2,3,16,9,0
29,0,2,NA,14,38,1,2,3,NA,12,0
63,0,1,6242.5,12,40,3,1,2,NA,NA,0
32,0,2,6242.5,16,NA,5,2,2,NA,12,0
33,1,2,37455,16,50,5,2,0,14,14,1
79,0,2,NA,12,NA,5,1,3,NA,NA,0
22,1,2,2497,12,30,5,4,0,NA,12,0
24,0,1,14755,14,50,5,2,0,12,12,0
31,0,1,NA,16,NA,1,2,0,16,16,1
43,0,1,7377.5,16,NA,1,2,2,16,12,1
56,0,1,151050.72136000003,16,30,3,3,0,16,16,1
54,1,1,5107.5,14,NA,3,3,2,12,14,0
47,1,1,30645,12,50,1,3,2,14,12,0
72,0,1,NA,16,NA,1,2,3,12,12,1
60,1,1,151050.72136000003,18,NA,1,2,2,16,14,1
34,1,1,54480,17,40,1,3,2,NA,10,1
38,1,1,54480,16,40,1,3,2,12,16,1
58,0,1,151050.72136000003,18,NA,1,2,0,NA,16,1
67,0,1,NA,16,NA,3,2,2,16,16,1
39,0,3,NA,13,NA,5,2,3,NA,5,0
75,0,1,NA,12,NA,3,2,2,NA,12,0
65,0,1,908,14,NA,1,2,1,10,11,0
56,1,1,NA,12,NA,5,2,8,NA,12,0
35,0,3,NA,14,NA,3,1,3,NA,15,0
57,0,2,12485,18,50,1,2,4,NA,16,1
63,1,2,10782.5,13,40,1,3,5,12,NA,0
29,1,1,10782.5,12,34,5,2,0,NA,NA,0
66,0,1,NA,12,NA,1,2,2,12,12,0
58,0,1,NA,14,NA,2,3,0,NA,6,0
77,0,1,12485,16,30,1,3,2,7,6,1
38,1,3,17025,6,72,5,1,1,0,6,0
34,0,1,1589,14,12,1,3,4,NA,12,0
27,0,2,12485,13,45,5,1,2,NA,12,0
46,0,1,NA,6,NA,1,1,5,0,0,0
45,0,1,2497,17,10,3,2,4,NA,12,0
23,0,1,5107.5,13,35,1,2,1,NA,6,0
25,0,2,20430,16,36,5,2,0,NA,16,0
23,0,3,4086,14,50,5,3,0,10,12,0
57,1,1,NA,12,NA,1,1,2,NA,10,0
58,0,1,908,14,20,1,2,2,16,12,0
50,0,1,14755,8,46,3,4,2,12,NA,0
70,1,2,NA,13,NA,5,1,1,NA,NA,0
58,0,1,10782.5,14,36,4,1,1,12,14,0
68,0,1,NA,15,NA,3,2,2,NA,0,0
25,0,1,12485,14,16,1,2,1,12,12,0
68,0,1,NA,12,NA,2,2,2,9,5,0
54,0,1,2043,12,15,3,2,1,12,11,0
30,0,1,NA,10,NA,3,2,3,16,NA,0
64,0,1,5107.5,12,20,3,1,3,12,12,0
58,1,1,20430,11,50,1,1,3,6,12,0
69,0,2,NA,0,NA,1,1,4,NA,NA,0
56,0,1,30645,12,NA,1,1,3,16,NA,0
69,0,1,NA,10,NA,1,2,3,12,16,0
46,1,1,NA,12,40,1,1,2,5,NA,0
34,1,1,8512.5,11,40,3,3,3,NA,12,0
67,0,1,NA,13,NA,3,1,4,7,14,0
40,0,1,NA,13,NA,5,2,2,12,10,0
44,0,1,NA,12,NA,3,2,2,12,12,0
32,0,2,20430,15,76,5,2,1,NA,14,0
33,1,2,6242.5,10,45,5,1,1,9,12,0
35,1,3,10782.5,9,60,1,1,2,0,8,0
70,0,3,NA,15,NA,1,NA,2,11,12,0
59,1,2,227,13,NA,5,3,5,NA,NA,0
32,0,2,227,9,30,5,1,1,16,12,0
53,1,2,8512.5,12,30,1,1,8,10,12,0
39,0,2,2497,10,NA,5,1,2,12,NA,0
43,0,2,30645,19,50,1,1,1,NA,15,1
26,1,2,NA,12,40,5,2,3,NA,16,0
64,1,3,NA,20,NA,1,1,2,10,3,1
62,0,1,3405,11,24,3,2,2,NA,9,0
72,1,1,NA,17,NA,3,1,3,6,10,1
58,0,1,14755,12,35,1,1,2,12,12,0
22,0,1,NA,12,43,1,1,0,11,13,0
60,1,3,NA,11,8,1,2,0,6,6,0
42,1,1,30645,13,55,1,2,0,13,12,0
62,1,1,NA,16,NA,3,3,7,5,12,1
39,0,1,NA,14,NA,3,1,2,11,9,0
24,0,1,9647.5,12,40,1,2,0,NA,14,0
38,0,2,NA,11,NA,5,2,3,10,11,0
39,0,1,9647.5,14,50,1,1,2,12,10,0
32,0,1,20430,16,40,1,1,0,12,16,1
85,1,1,37455,17,12,1,2,2,0,0,1
88,1,1,NA,10,NA,2,2,4,3,7,0
44,0,1,20430,17,25,1,2,1,16,14,1
18,1,1,NA,12,NA,5,1,0,12,14,0
32,0,2,8512.5,14,24,5,2,3,16,16,0
60,0,2,17025,18,40,1,1,3,11,12,1
72,0,2,NA,18,NA,1,1,0,12,15,1
61,0,1,9647.5,19,36,2,2,1,12,14,1
27,0,2,NA,14,46,1,1,2,12,12,0
42,1,2,20430,11,58,1,1,6,11,12,0
51,1,2,24970,16,40,4,1,2,NA,11,1
38,1,1,37455,12,65,1,2,1,15,12,0
44,0,1,6242.5,15,15,3,2,1,12,11,0
37,1,2,20430,17,15,5,3,0,NA,12,1
73,0,2,NA,10,NA,2,1,3,NA,9,0
21,1,2,5107.5,15,NA,5,2,0,12,18,0
60,1,3,NA,12,NA,5,1,0,NA,NA,0
70,0,2,2497,12,10,1,1,2,NA,9,0
70,0,2,NA,18,NA,4,1,3,0,0,1
89,1,2,NA,14,NA,1,1,4,NA,16,0
35,0,2,6242.5,11,35,5,1,2,11,11,0
51,0,2,20430,14,55,1,2,1,3,12,0
37,0,1,20430,12,40,1,1,1,12,NA,0
71,1,1,NA,15,NA,1,1,3,12,9,0
35,1,1,NA,12,50,1,2,1,7,7,0
78,1,1,NA,14,NA,1,1,2,5,12,0
32,1,1,2043,12,70,5,2,1,NA,12,0
62,1,1,54480,14,65,3,1,5,16,12,0
41,0,2,24970,14,40,1,1,2,14,NA,1
36,0,1,NA,12,NA,1,2,1,16,16,0
20,1,2,NA,13,27,5,2,0,12,16,0
36,0,2,1589,13,40,5,2,0,NA,20,0
85,1,1,NA,14,NA,2,1,5,8,NA,0
71,1,2,NA,16,NA,2,1,3,NA,5,1
30,1,1,NA,16,45,5,2,0,12,16,1
81,0,1,NA,12,NA,2,1,1,NA,8,0
88,1,3,NA,11,NA,1,2,5,11,0,0
76,0,1,NA,16,NA,3,3,4,12,12,1
59,0,1,24970,16,NA,1,2,2,16,13,1
88,0,1,NA,14,NA,2,1,3,6,6,0
64,0,1,NA,11,NA,2,1,0,NA,6,0
75,0,1,NA,12,NA,5,1,0,15,16,0
55,0,1,6242.5,9,32,3,1,3,0,NA,0
